,Data,Intervalo,Vazao
104, 7-1-2023,00:00:00 a 06:00:00,925553579.0
105, 7-1-2023,06:00:00 a 12:00:00,901148106.0
106, 7-1-2023,12:00:00 a 18:00:00,858972808.0
107, 7-1-2023,18:00:00 a 23:59:59,873884472.5
108, 8-1-2023,00:00:00 a 06:00:00,915932830.0
109, 8-1-2023,06:00:00 a 12:00:00,829057816.0
110, 8-1-2023,12:00:00 a 18:00:00,915565805.0
111, 8-1-2023,18:00:00 a 23:59:59,732235621.75
112, 9-1-2023,00:00:00 a 06:00:00,917898298.0
113, 9-1-2023,06:00:00 a 12:00:00,921962129.0
114, 9-1-2023,12:00:00 a 18:00:00,905605832.0
115, 9-1-2023,18:00:00 a 23:59:59,916876321.0
116, 10-1-2023,00:00:00 a 06:00:00,915399860.0
117, 10-1-2023,06:00:00 a 12:00:00,851787560.0
118, 10-1-2023,12:00:00 a 18:00:00,897372193.0
119, 10-1-2023,18:00:00 a 23:59:59,915920417.5
120, 11-1-2023,00:00:00 a 06:00:00,924916692.0
121, 11-1-2023,06:00:00 a 12:00:00,907459324.5
122, 11-1-2023,12:00:00 a 18:00:00,917715091.0
123, 11-1-2023,18:00:00 a 23:59:59,868084388.0
124, 12-1-2023,00:00:00 a 06:00:00,926101767.0
125, 12-1-2023,06:00:00 a 12:00:00,927837391.0
126, 12-1-2023,12:00:00 a 18:00:00,907910755.0
127, 12-1-2023,18:00:00 a 23:59:59,923794208.0
128, 13-1-2023,00:00:00 a 06:00:00,767978214.0
129, 13-1-2023,06:00:00 a 12:00:00,742270389.0
130, 13-1-2023,12:00:00 a 18:00:00,928253296.0
131, 13-1-2023,18:00:00 a 23:59:59,872573914.0
132, 14-1-2023,00:00:00 a 06:00:00,916351227.5
133, 14-1-2023,06:00:00 a 12:00:00,580859441.5833334
134, 14-1-2023,12:00:00 a 18:00:00,905029339.0
135, 14-1-2023,18:00:00 a 23:59:59,925630741.0
136, 15-1-2023,00:00:00 a 06:00:00,920387644.5
137, 15-1-2023,06:00:00 a 12:00:00,921645414.0
138, 15-1-2023,12:00:00 a 18:00:00,895170997.0
139, 15-1-2023,18:00:00 a 23:59:59,908855569.5
140, 16-1-2023,00:00:00 a 06:00:00,924530892.0
141, 16-1-2023,06:00:00 a 12:00:00,932364683.5
142, 16-1-2023,12:00:00 a 18:00:00,928776795.0
143, 16-1-2023,18:00:00 a 23:59:59,912523902.0
144, 17-1-2023,00:00:00 a 06:00:00,921594943.0
145, 17-1-2023,06:00:00 a 12:00:00,769965202.4166666
146, 17-1-2023,12:00:00 a 18:00:00,927571349.0
147, 17-1-2023,18:00:00 a 23:59:59,914042465.0
148, 18-1-2023,00:00:00 a 06:00:00,902429666.5
149, 18-1-2023,06:00:00 a 12:00:00,610939736.9166666
150, 18-1-2023,12:00:00 a 18:00:00,369309925.0
151, 18-1-2023,18:00:00 a 23:59:59,909221522.0
152, 19-1-2023,00:00:00 a 06:00:00,928935104.0
153, 19-1-2023,06:00:00 a 12:00:00,518316035.9166667
154, 19-1-2023,12:00:00 a 18:00:00,916875725.0
155, 19-1-2023,18:00:00 a 23:59:59,900568550.0
156, 20-1-2023,00:00:00 a 06:00:00,609266816.5
157, 20-1-2023,06:00:00 a 12:00:00,911685360.0
158, 20-1-2023,12:00:00 a 18:00:00,923433348.0
159, 20-1-2023,18:00:00 a 23:59:59,918186859.0
160, 21-1-2023,00:00:00 a 06:00:00,912944469.5
161, 21-1-2023,06:00:00 a 12:00:00,611041672.4166666
162, 21-1-2023,12:00:00 a 18:00:00,919763612.5
163, 21-1-2023,18:00:00 a 23:59:59,924903305.0
164, 22-1-2023,00:00:00 a 06:00:00,925474565.0
165, 22-1-2023,06:00:00 a 12:00:00,613847658.3333334
166, 22-1-2023,12:00:00 a 18:00:00,929199106.0
167, 22-1-2023,18:00:00 a 23:59:59,929197062.0
168, 23-1-2023,00:00:00 a 06:00:00,891318142.5
169, 23-1-2023,06:00:00 a 12:00:00,910507792.5
170, 23-1-2023,12:00:00 a 18:00:00,899312150.0
171, 23-1-2023,18:00:00 a 23:59:59,916827080.5
172, 24-1-2023,00:00:00 a 06:00:00,925888719.0
173, 24-1-2023,06:00:00 a 12:00:00,757308980.5833334
174, 24-1-2023,12:00:00 a 18:00:00,916402216.0
175, 24-1-2023,18:00:00 a 23:59:59,909330529.5
176, 25-1-2023,00:00:00 a 06:00:00,926421111.0
177, 25-1-2023,06:00:00 a 12:00:00,613007095.5833334
178, 25-1-2023,12:00:00 a 18:00:00,924736492.0
179, 25-1-2023,18:00:00 a 23:59:59,916196715.0
180, 26-1-2023,00:00:00 a 06:00:00,908331299.5
181, 26-1-2023,06:00:00 a 12:00:00,924414849.0
182, 26-1-2023,12:00:00 a 18:00:00,885733342.0
183, 26-1-2023,18:00:00 a 23:59:59,759902116.0833334
184, 27-1-2023,00:00:00 a 06:00:00,927624891.0
185, 27-1-2023,06:00:00 a 12:00:00,607684063.25
186, 27-1-2023,12:00:00 a 18:00:00,700924307.0
187, 27-1-2023,18:00:00 a 23:59:59,917349144.0
188, 28-1-2023,00:00:00 a 06:00:00,914778226.0
189, 28-1-2023,06:00:00 a 12:00:00,938578875.0
190, 28-1-2023,12:00:00 a 18:00:00,921726297.5
191, 28-1-2023,18:00:00 a 23:59:59,918610792.0
192, 29-1-2023,00:00:00 a 06:00:00,913939846.0
193, 29-1-2023,06:00:00 a 12:00:00,767939005.9166666
194, 29-1-2023,12:00:00 a 18:00:00,915723801.0
195, 29-1-2023,18:00:00 a 23:59:59,927182190.5
196, 30-1-2023,00:00:00 a 06:00:00,922540255.0
197, 30-1-2023,06:00:00 a 12:00:00,613231015.0833334
198, 30-1-2023,12:00:00 a 18:00:00,894175017.0
199, 30-1-2023,18:00:00 a 23:59:59,609936876.9166666
200, 31-1-2023,00:00:00 a 06:00:00,457316243.25
201, 31-1-2023,06:00:00 a 12:00:00,302785878.0
202, 31-1-2023,12:00:00 a 18:00:00,149029168.66666666
203, 31-1-2023,18:00:00 a 23:59:59,928412299.5
204, 1-2-2023,00:00:00 a 06:00:00,578081509.0
205, 1-2-2023,06:00:00 a 12:00:00,917768208.0
206, 1-2-2023,12:00:00 a 18:00:00,915775360.0
207, 1-2-2023,18:00:00 a 23:59:59,917978659.0
208, 2-2-2023,00:00:00 a 06:00:00,909379400.5
209, 2-2-2023,06:00:00 a 12:00:00,706497189.25
210, 2-2-2023,12:00:00 a 18:00:00,908987082.0
211, 2-2-2023,18:00:00 a 23:59:59,927703419.0
212, 3-2-2023,00:00:00 a 06:00:00,916143233.0
213, 3-2-2023,06:00:00 a 12:00:00,610368855.4166666
214, 3-2-2023,12:00:00 a 18:00:00,897478038.0
215, 3-2-2023,18:00:00 a 23:59:59,925528706.0
216, 4-2-2023,00:00:00 a 06:00:00,865496534.0
217, 4-2-2023,06:00:00 a 12:00:00,600774418.1666666
218, 4-2-2023,12:00:00 a 18:00:00,925316446.0
219, 4-2-2023,18:00:00 a 23:59:59,602303287.0
220, 5-2-2023,00:00:00 a 06:00:00,671588524.5
221, 5-2-2023,06:00:00 a 12:00:00,410400250.25
222, 5-2-2023,12:00:00 a 18:00:00,910850234.0
223, 5-2-2023,18:00:00 a 23:59:59,917142134.0
224, 6-2-2023,00:00:00 a 06:00:00,893439916.5
225, 6-2-2023,06:00:00 a 12:00:00,565503467.8333334
226, 6-2-2023,12:00:00 a 18:00:00,928359500.0
227, 6-2-2023,18:00:00 a 23:59:59,917246946.0
228, 7-2-2023,00:00:00 a 06:00:00,915423433.0
229, 7-2-2023,06:00:00 a 12:00:00,609078298.9166666
230, 7-2-2023,12:00:00 a 18:00:00,920923181.0
231, 7-2-2023,18:00:00 a 23:59:59,830998282.5
232, 8-2-2023,00:00:00 a 06:00:00,904506496.0
233, 8-2-2023,06:00:00 a 12:00:00,595308565.0833334
234, 8-2-2023,12:00:00 a 18:00:00,917766832.0
235, 8-2-2023,18:00:00 a 23:59:59,893618390.0
236, 9-2-2023,00:00:00 a 06:00:00,939013988.0
237, 9-2-2023,06:00:00 a 12:00:00,609150950.6666666
238, 9-2-2023,12:00:00 a 18:00:00,458399867.8333333
239, 9-2-2023,18:00:00 a 23:59:59,916353361.0
240, 10-2-2023,00:00:00 a 06:00:00,927151698.5
241, 10-2-2023,06:00:00 a 12:00:00,463753174.0833333
242, 10-2-2023,12:00:00 a 18:00:00,915548295.0
243, 10-2-2023,18:00:00 a 23:59:59,871918993.0
244, 11-2-2023,00:00:00 a 06:00:00,605162057.5833334
245, 11-2-2023,06:00:00 a 12:00:00,452436497.25
246, 11-2-2023,12:00:00 a 18:00:00,297911214.0
247, 11-2-2023,18:00:00 a 23:59:59,923979110.0
248, 12-2-2023,00:00:00 a 06:00:00,890400063.5
249, 12-2-2023,06:00:00 a 12:00:00,302396528.25
250, 12-2-2023,12:00:00 a 18:00:00,929195157.0
251, 12-2-2023,18:00:00 a 23:59:59,927628509.0
252, 13-2-2023,00:00:00 a 06:00:00,922669965.5
253, 13-2-2023,06:00:00 a 12:00:00,611648948.8333334
254, 13-2-2023,12:00:00 a 18:00:00,927786214.0
255, 13-2-2023,18:00:00 a 23:59:59,928045714.5
256, 14-2-2023,00:00:00 a 06:00:00,868484504.0
257, 14-2-2023,06:00:00 a 12:00:00,607831066.0
258, 14-2-2023,12:00:00 a 18:00:00,915147402.0
259, 14-2-2023,18:00:00 a 23:59:59,873779761.0
260, 15-2-2023,00:00:00 a 06:00:00,913204929.0
261, 15-2-2023,06:00:00 a 12:00:00,867307195.0
262, 15-2-2023,12:00:00 a 18:00:00,594906547.5
263, 15-2-2023,18:00:00 a 23:59:59,916772013.0
264, 16-2-2023,00:00:00 a 06:00:00,927099212.0
265, 16-2-2023,06:00:00 a 12:00:00,604063891.1666666
266, 16-2-2023,12:00:00 a 18:00:00,914725456.0
267, 16-2-2023,18:00:00 a 23:59:59,902932134.0
268, 17-2-2023,00:00:00 a 06:00:00,911947985.5
269, 17-2-2023,06:00:00 a 12:00:00,609450797.5833334
270, 17-2-2023,12:00:00 a 18:00:00,912629079.0
271, 17-2-2023,18:00:00 a 23:59:59,859679046.5
272, 18-2-2023,00:00:00 a 06:00:00,908565023.0
273, 18-2-2023,06:00:00 a 12:00:00,598803522.0
274, 18-2-2023,12:00:00 a 18:00:00,915042454.0
275, 18-2-2023,18:00:00 a 23:59:59,919158289.0
276, 19-2-2023,00:00:00 a 06:00:00,921391424.0
277, 19-2-2023,06:00:00 a 12:00:00,610692864.6666666
278, 19-2-2023,12:00:00 a 18:00:00,890977165.0
279, 19-2-2023,18:00:00 a 23:59:59,923194098.0
280, 20-2-2023,00:00:00 a 06:00:00,892095345.0
281, 20-2-2023,06:00:00 a 12:00:00,925581089.0
282, 20-2-2023,12:00:00 a 18:00:00,907491415.0
283, 20-2-2023,18:00:00 a 23:59:59,916929735.0
284, 21-2-2023,00:00:00 a 06:00:00,923902900.0
285, 21-2-2023,06:00:00 a 12:00:00,761000080.5
286, 21-2-2023,12:00:00 a 18:00:00,937217837.0
287, 21-2-2023,18:00:00 a 23:59:59,916825176.0
288, 22-2-2023,00:00:00 a 06:00:00,913627055.0
289, 22-2-2023,06:00:00 a 12:00:00,615262161.0
290, 22-2-2023,12:00:00 a 18:00:00,917317926.0
291, 22-2-2023,18:00:00 a 23:59:59,923011008.0
292, 23-2-2023,00:00:00 a 06:00:00,870005584.0
293, 23-2-2023,06:00:00 a 12:00:00,603993595.1666666
294, 23-2-2023,12:00:00 a 18:00:00,826017932.0
295, 23-2-2023,18:00:00 a 23:59:59,892917125.0
296, 24-2-2023,00:00:00 a 06:00:00,826123699.0
297, 24-2-2023,06:00:00 a 12:00:00,894019160.0
298, 24-2-2023,12:00:00 a 18:00:00,573179652.3333334
299, 24-2-2023,18:00:00 a 23:59:59,904294383.0
300, 25-2-2023,00:00:00 a 06:00:00,884441645.5
301, 25-2-2023,06:00:00 a 12:00:00,584813147.5833334
302, 25-2-2023,12:00:00 a 18:00:00,871618216.0
303, 25-2-2023,18:00:00 a 23:59:59,917139107.0
304, 26-2-2023,00:00:00 a 06:00:00,923218277.0
305, 26-2-2023,06:00:00 a 12:00:00,599402873.9166666
306, 26-2-2023,12:00:00 a 18:00:00,903455024.0
307, 26-2-2023,18:00:00 a 23:59:59,908517464.0
308, 27-2-2023,00:00:00 a 06:00:00,916402995.0
309, 27-2-2023,06:00:00 a 12:00:00,608598959.6666666
310, 27-2-2023,12:00:00 a 18:00:00,929147235.0
311, 27-2-2023,18:00:00 a 23:59:59,922115378.0
312, 28-2-2023,00:00:00 a 06:00:00,896115648.0
313, 28-2-2023,06:00:00 a 12:00:00,610630209.0
314, 28-2-2023,12:00:00 a 18:00:00,917774954.0
315, 28-2-2023,18:00:00 a 23:59:59,912175841.0
316, 1-3-2023,00:00:00 a 06:00:00,886887487.0
317, 1-3-2023,06:00:00 a 12:00:00,602158988.0
318, 1-3-2023,12:00:00 a 18:00:00,452806379.8333333
319, 1-3-2023,18:00:00 a 23:59:59,928409793.0
320, 2-3-2023,00:00:00 a 06:00:00,917715642.0
321, 2-3-2023,06:00:00 a 12:00:00,455502153.1666667
322, 2-3-2023,12:00:00 a 18:00:00,307687571.8333333
323, 2-3-2023,18:00:00 a 23:59:59,926890075.0
324, 3-3-2023,00:00:00 a 06:00:00,924426589.0
325, 3-3-2023,06:00:00 a 12:00:00,461505383.8333333
326, 3-3-2023,12:00:00 a 18:00:00,308552776.6666667
327, 3-3-2023,18:00:00 a 23:59:59,772225841.0
328, 4-3-2023,00:00:00 a 06:00:00,880675041.5
329, 4-3-2023,06:00:00 a 12:00:00,429554578.0833333
330, 4-3-2023,12:00:00 a 18:00:00,929034619.0
331, 4-3-2023,18:00:00 a 23:59:59,923731090.0
332, 5-3-2023,00:00:00 a 06:00:00,928149181.0
333, 5-3-2023,06:00:00 a 12:00:00,610264988.25
334, 5-3-2023,12:00:00 a 18:00:00,911319224.0
335, 5-3-2023,18:00:00 a 23:59:59,916615918.0
336, 6-3-2023,00:00:00 a 06:00:00,919971007.0
337, 6-3-2023,06:00:00 a 12:00:00,612675888.0
338, 6-3-2023,12:00:00 a 18:00:00,928038383.0
339, 6-3-2023,18:00:00 a 23:59:59,895354797.0
340, 7-3-2023,00:00:00 a 06:00:00,905551048.0
341, 7-3-2023,06:00:00 a 12:00:00,608152538.8333334
342, 7-3-2023,12:00:00 a 18:00:00,454824037.5
343, 7-3-2023,18:00:00 a 23:59:59,907099140.0
344, 8-3-2023,00:00:00 a 06:00:00,915699895.5
345, 8-3-2023,06:00:00 a 12:00:00,454725013.4166667
346, 8-3-2023,12:00:00 a 18:00:00,903564941.0
347, 8-3-2023,18:00:00 a 23:59:59,916722701.0
348, 9-3-2023,00:00:00 a 06:00:00,924134990.0
349, 9-3-2023,06:00:00 a 12:00:00,610020420.9166666
350, 9-3-2023,12:00:00 a 18:00:00,911636441.0
351, 9-3-2023,18:00:00 a 23:59:59,909966643.0
352, 10-3-2023,00:00:00 a 06:00:00,913129802.5
353, 10-3-2023,06:00:00 a 12:00:00,609811312.4166666
354, 10-3-2023,12:00:00 a 18:00:00,924168418.0
355, 10-3-2023,18:00:00 a 23:59:59,923749724.0
356, 11-3-2023,00:00:00 a 06:00:00,884056135.5
357, 11-3-2023,06:00:00 a 12:00:00,607517346.3333334
358, 11-3-2023,12:00:00 a 18:00:00,916562435.0
359, 11-3-2023,18:00:00 a 23:59:59,923452271.5
360, 12-3-2023,00:00:00 a 06:00:00,916350520.0
361, 12-3-2023,06:00:00 a 12:00:00,606736893.3333334
362, 12-3-2023,12:00:00 a 18:00:00,927523280.0
363, 12-3-2023,18:00:00 a 23:59:59,933524116.0
364, 13-3-2023,00:00:00 a 06:00:00,916510327.0
365, 13-3-2023,06:00:00 a 12:00:00,615651373.5
366, 13-3-2023,12:00:00 a 18:00:00,928313569.0
367, 13-3-2023,18:00:00 a 23:59:59,924115481.0
368, 14-3-2023,00:00:00 a 06:00:00,919945536.5
369, 14-3-2023,06:00:00 a 12:00:00,614814151.9166666
370, 14-3-2023,12:00:00 a 18:00:00,920281990.0
371, 14-3-2023,18:00:00 a 23:59:59,922127140.0
372, 15-3-2023,00:00:00 a 06:00:00,917820739.5
373, 15-3-2023,06:00:00 a 12:00:00,613362567.3333334
374, 15-3-2023,12:00:00 a 18:00:00,919443497.0
375, 15-3-2023,18:00:00 a 23:59:59,915725449.0
376, 16-3-2023,00:00:00 a 06:00:00,902565121.5
377, 16-3-2023,06:00:00 a 12:00:00,609259134.1666666
378, 16-3-2023,12:00:00 a 18:00:00,456289010.75
379, 16-3-2023,18:00:00 a 23:59:59,456289010.75
380, 18-3-2023,00:00:00 a 06:00:00,303048427.75
381, 18-3-2023,06:00:00 a 12:00:00,150427519.41666666
382, 18-3-2023,12:00:00 a 18:00:00,
383, 18-3-2023,18:00:00 a 23:59:59,882302574.0
384, 19-3-2023,00:00:00 a 06:00:00,916273982.0
385, 19-3-2023,06:00:00 a 12:00:00,923528602.0
386, 19-3-2023,12:00:00 a 18:00:00,878603192.0
387, 19-3-2023,18:00:00 a 23:59:59,923557307.0
388, 20-3-2023,00:00:00 a 06:00:00,914726051.0
389, 20-3-2023,06:00:00 a 12:00:00,759448188.8333334
390, 20-3-2023,12:00:00 a 18:00:00,606735858.3333334
391, 20-3-2023,18:00:00 a 23:59:59,452814424.5
392, 21-3-2023,00:00:00 a 06:00:00,306380559.0
393, 21-3-2023,06:00:00 a 12:00:00,152454341.0
394, 21-3-2023,12:00:00 a 18:00:00,904396573.0
395, 21-3-2023,18:00:00 a 23:59:59,879704355.5
396, 22-3-2023,00:00:00 a 06:00:00,909172093.0
397, 22-3-2023,06:00:00 a 12:00:00,448878836.4166667
398, 22-3-2023,12:00:00 a 18:00:00,910533109.0
399, 22-3-2023,18:00:00 a 23:59:59,904201689.5
400, 23-3-2023,00:00:00 a 06:00:00,926471548.0
401, 23-3-2023,06:00:00 a 12:00:00,608396406.25
402, 23-3-2023,12:00:00 a 18:00:00,456867723.9166667
403, 23-3-2023,18:00:00 a 23:59:59,913570789.0
404, 24-3-2023,00:00:00 a 06:00:00,927626561.0
405, 24-3-2023,06:00:00 a 12:00:00,461278149.1666667
406, 24-3-2023,12:00:00 a 18:00:00,836555522.0
407, 24-3-2023,18:00:00 a 23:59:59,874986474.0
408, 25-3-2023,00:00:00 a 06:00:00,927048915.0
409, 25-3-2023,06:00:00 a 12:00:00,594369578.3333334
410, 25-3-2023,12:00:00 a 18:00:00,928202027.0
411, 25-3-2023,18:00:00 a 23:59:59,915119654.5
412, 26-3-2023,00:00:00 a 06:00:00,940731322.0
413, 26-3-2023,06:00:00 a 12:00:00,618516986.0833334
414, 26-3-2023,12:00:00 a 18:00:00,915199969.0
415, 26-3-2023,18:00:00 a 23:59:59,900543756.5
416, 27-3-2023,00:00:00 a 06:00:00,611932450.0
417, 27-3-2023,06:00:00 a 12:00:00,459412507.4166667
418, 27-3-2023,12:00:00 a 18:00:00,928203544.0
419, 27-3-2023,18:00:00 a 23:59:59,924059401.0
420, 28-3-2023,00:00:00 a 06:00:00,914095171.0
421, 28-3-2023,06:00:00 a 12:00:00,461059685.5
422, 28-3-2023,12:00:00 a 18:00:00,926578305.0
423, 28-3-2023,18:00:00 a 23:59:59,925477481.0
424, 29-3-2023,00:00:00 a 06:00:00,914334850.5
425, 29-3-2023,06:00:00 a 12:00:00,723990348.0
426, 29-3-2023,12:00:00 a 18:00:00,581730163.75
427, 29-3-2023,18:00:00 a 23:59:59,917989600.5
428, 30-3-2023,00:00:00 a 06:00:00,917009227.5
429, 30-3-2023,06:00:00 a 12:00:00,578887337.4166666
430, 30-3-2023,12:00:00 a 18:00:00,925318852.0
431, 30-3-2023,18:00:00 a 23:59:59,938462397.0
432, 31-3-2023,00:00:00 a 06:00:00,908883637.0
433, 31-3-2023,06:00:00 a 12:00:00,614945685.25
434, 31-3-2023,12:00:00 a 18:00:00,927205182.0
435, 31-3-2023,18:00:00 a 23:59:59,922511383.5
436, 1-4-2023,00:00:00 a 06:00:00,906439121.0
437, 1-4-2023,06:00:00 a 12:00:00,610839886.9166666
438, 1-4-2023,12:00:00 a 18:00:00,912787553.0
439, 1-4-2023,18:00:00 a 23:59:59,892962934.0
440, 2-4-2023,00:00:00 a 06:00:00,923902669.0
441, 2-4-2023,06:00:00 a 12:00:00,606015379.1666666
442, 2-4-2023,12:00:00 a 18:00:00,904033098.0
443, 2-4-2023,18:00:00 a 23:59:59,923842378.0
444, 3-4-2023,00:00:00 a 06:00:00,903010163.5
445, 3-4-2023,06:00:00 a 12:00:00,609131384.4166666
446, 3-4-2023,12:00:00 a 18:00:00,803521177.0
447, 3-4-2023,18:00:00 a 23:59:59,918560926.5
448, 4-4-2023,00:00:00 a 06:00:00,927886897.0
449, 4-4-2023,06:00:00 a 12:00:00,592163193.6666666
450, 4-4-2023,12:00:00 a 18:00:00,901087463.0
451, 4-4-2023,18:00:00 a 23:59:59,889195115.0
452, 5-4-2023,00:00:00 a 06:00:00,926155571.0
453, 5-4-2023,06:00:00 a 12:00:00,607387507.3333334
454, 5-4-2023,12:00:00 a 18:00:00,452739691.0
455, 5-4-2023,18:00:00 a 23:59:59,452739691.0
456, 7-4-2023,00:00:00 a 06:00:00,912472246.0
457, 7-4-2023,06:00:00 a 12:00:00,896037092.0
458, 7-4-2023,12:00:00 a 18:00:00,301418222.3333333
459, 7-4-2023,18:00:00 a 23:59:59,901230996.0
460, 8-4-2023,00:00:00 a 06:00:00,912501365.0
