1670878351,2022-12-12 17:52:31,64435069.0
 1670902312,2022-12-13 00:31:52,741028029.0
 1670906545,2022-12-13 01:42:25,800011819.0
 1670971102,2022-12-13 19:38:22,776733371.0
 1670991076,2022-12-14 01:11:16,682990250.0
 1671024115,2022-12-14 10:21:55,815953004.0
 1671035384,2022-12-14 13:29:44,770234466.0
 1671054407,2022-12-14 18:46:47,737516703.0
 1671076118,2022-12-15 00:48:38,632768091.0
 1671089109,2022-12-15 04:25:09,758175682.0
 1671135662,2022-12-15 17:21:02,719007592.0
 1671161681,2022-12-16 00:34:41,754922706.0
 1671179912,2022-12-16 05:38:32,685138701.0
 1671194018,2022-12-16 09:33:38,385352065.0
 1671210037,2022-12-16 14:00:37,745068061.0
 1671234379,2022-12-16 20:46:19,327161699.0
 1671237702,2022-12-16 21:41:42,797653278.0
 1671280496,2022-12-17 09:34:56,653315342.0
 1671305535,2022-12-17 16:32:15,732836989.0
 1671314359,2022-12-17 18:59:19,760111526.0
 1671325219,2022-12-17 22:00:19,767301472.0
 1671360862,2022-12-18 07:54:22,711145807.0
 1671374579,2022-12-18 11:42:59,667471119.0
 1671390357,2022-12-18 16:05:57,6920606.0
 1671408762,2022-12-18 21:12:42,607912087.0
 1671414210,2022-12-18 22:43:30,727606850.0
 1671424954,2022-12-19 01:42:34,690750890.0
 1671439727,2022-12-19 05:48:47,714237935.0
 1671463811,2022-12-19 12:30:11,715497765.0
 1671477435,2022-12-19 16:17:15,728655936.0
 1671493094,2022-12-19 20:38:14,649488558.0
 1671506652,2022-12-20 00:24:12,444178459.0
 1671546513,2022-12-20 11:28:33,180460137.0
 1671564280,2022-12-20 16:24:40,36176123.0
 1671576909,2022-12-20 19:55:09,421422989.0
 1671595427,2022-12-21 01:03:47,832203840.0
 1671627488,2022-12-21 09:58:08,696255021.0
 1671640357,2022-12-21 13:32:37,395156300.0
 1671666457,2022-12-21 20:47:37,382100750.0
 1671674472,2022-12-21 23:01:12,779144825.0
 1671707670,2022-12-22 08:14:30,821405295.0
 1671730381,2022-12-22 14:33:01,127139782.0
 1671748015,2022-12-22 19:26:55,731329843.0
 1671761718,2022-12-22 23:15:18,759958267.0
 1671779004,2022-12-23 04:03:24,764360048.0
 1671792009,2022-12-23 07:40:09,771329497.0
 1671807078,2022-12-23 11:51:18,820824636.0
 1671825009,2022-12-23 16:50:09,838336218.0
 1671836755,2022-12-23 20:05:55,766665154.0
 1671843967,2022-12-23 22:06:07,681783467.0
 1671887171,2022-12-24 10:06:11,759423839.0
 1671911424,2022-12-24 16:50:24,757598205.0
 1671917962,2022-12-24 18:39:22,732168558.0
 1671930063,2022-12-24 22:01:03,716388054.0
 1671958866,2022-12-25 06:01:06,407268547.0
 1671983776,2022-12-25 12:56:16,693424626.0
